case,clean_fit_mse,final_error_percent,model,run_idx,test_rel_rmse_percent,train_rel_rmse_percent,used_fit_mse
narrow_centered,0.0014892271934597455,-29.320057001358308,ODE-2state,4,25.305051829510976,3.8878801952724946,0.0018478900599579753
narrow_centered,0.0004521671501223662,-25.09852746755445,ODE-2state,5,15.965276918385202,2.245097033291387,0.0006937991937878153
narrow_centered,0.0015104786168588051,-26.98083415810018,ODE-2state,6,23.850169758306798,4.031075763260643,0.0018462784244097391
narrow_centered,0.0025578392671985273,-35.75766948789993,ODE-2state,7,31.45103130957196,5.4802962626906,0.003250847101472067
narrow_centered,0.0009512415745408633,-24.049651243816136,ODE-2state,8,15.626327806826707,2.7650312628267755,0.000824229325598305
narrow_centered,0.0017606348324635882,-20.747236003515265,ODE-2state,9,17.373352001248012,4.110034869279413,0.0017051092685493874
narrow_centered,0.0005243751230927637,-28.249870497098577,ODE-2state,10,17.725410346940365,2.2812358760625284,0.0006765561645660563
narrow_centered,0.0012007672777384275,-19.284197622695615,ODE-2state,11,16.578035225305168,3.46616165746532,0.0017530745878390666
narrow_centered,0.0008596421399125424,-23.494752099195264,ODE-2state,12,16.402524480597496,3.064031919014316,0.000847533143112679
narrow_centered,0.0011609189042466584,-26.536973060262095,ODE-2state,13,20.960464548858305,3.4005186116946375,0.0015333614417159351
narrow_centered,0.0012403262123863025,-20.988862865674474,ODE-2state,14,16.684920362483055,3.716397297602355,0.0016171387030893471
narrow_centered,0.0004156652634429984,-24.645324070976663,ODE-2state,15,15.540578928477041,2.025603955386969,0.0006007250932812393
narrow_centered,0.0007517016039756577,-24.323132668810455,ODE-2state,16,14.910608126884053,2.4895676174835275,0.0006659462013265923
narrow_centered,0.0016644046265408361,-27.282476220228034,ODE-2state,17,22.256048303255852,3.993463516752217,0.0016471325787540143
narrow_centered,0.0027233539298015903,-28.140980546396396,ODE-2state,18,26.885330465278663,5.843614716435321,0.0030304157673571802
narrow_centered,0.0013523948179246536,-26.255861301873647,ODE-2state,19,21.675152196162415,3.6406212043240793,0.001556149021129825
narrow_centered,0.0016675230125018585,-25.483853969326642,NODE-2state,0,23.086212916900113,3.8288816170177555,0.0023320748746957433
narrow_centered,0.0025118297339932144,-17.608856614181963,NODE-2state,1,19.1316633822091,5.0285424811244965,0.002737505254871924
narrow_centered,0.0013282066295964858,-47.577053186340336,NODE-2state,2,33.967061192537166,3.647272056196846,0.0014068575656031503
narrow_centered,0.0023822570832842073,-25.576344332214827,NODE-2state,3,21.880006252746817,4.5178305711591715,0.002052513502948718
narrow_centered,0.0013728524832593778,-50.554495277815676,NODE-2state,4,37.41971374452564,3.52650846688235,0.0019481732414029975
narrow_centered,0.0007741659280834802,-36.96356137302203,NODE-2state,5,29.228118934021573,2.976721963033187,0.0011893006896116123
narrow_centered,0.0015314719839248378,-37.924671696085056,NODE-2state,6,28.708257863120423,3.8965378121296976,0.0020250915414810923
narrow_centered,0.0014012478918883245,-20.80476052422469,NODE-2state,7,16.775375752741116,3.4237296589868667,0.0021737817076331904
narrow_centered,0.0009580629670583078,-19.13344608749972,NODE-2state,8,13.726396248732117,2.6953830996012886,0.0007825725877325272
narrow_centered,0.0035667515534044346,-30.25645501069275,NODE-2state,9,25.364057809699723,5.655384769403073,0.0033433392086708045
narrow_centered,0.0016276666441080074,-15.50529586699356,NODE-2state,10,15.975477652528506,3.790736774842799,0.0020378551897046616
narrow_centered,0.002220758925304266,-38.28981467375159,NODE-2state,11,31.21783503572042,4.527291409330902,0.002882177564042451
narrow_centered,0.00207832527092638,-23.868054192345014,NODE-2state,12,22.251528898002213,4.537336942790981,0.0019513556215892726
narrow_centered,0.002535930991190133,-55.44588386833976,NODE-2state,13,38.150264816141615,5.054983895257341,0.0030245591397599927
narrow_centered,0.0025123713883189987,-49.190010550443645,NODE-2state,14,34.04287241039459,5.175710955914487,0.002822267427754366
narrow_centered,0.0018365134645441812,-26.581166487572684,NODE-2state,15,19.473063429166583,3.985615686146096,0.0020081669659301215
narrow_centered,0.0015321277951167171,-7.1520382093449815,NODE-2state,16,12.379223829037322,3.508904058285179,0.0016045026457697346
narrow_centered,0.0031917420147622028,-61.928551557624644,NODE-2state,17,42.36607261027264,5.380593548637748,0.0031810946373746415
narrow_centered,0.0028204219455554864,-50.0383831860058,NODE-2state,18,36.59323454530125,5.502556299136106,0.0031685519123571975
narrow_centered,0.001981091162342079,-12.062929451244795,NODE-2state,19,13.064072371504135,4.350035127340501,0.00225550683780516
narrow_centered,0.0005138355288311504,7.903979449844623,PI-NODE-2state,0,13.04452491346923,2.1056487769714387,0.0009766802871179622
narrow_centered,0.0006401254913310563,-3.4347656905256296,PI-NODE-2state,1,9.67028852670914,2.078541937440349,0.0006943797026320762
narrow_centered,0.0006586797736090993,-1.9358796117462322,PI-NODE-2state,2,10.003676872912795,2.4815887610424436,0.0006985093742229091
narrow_centered,0.0007094060210613791,5.843716827597193,PI-NODE-2state,3,14.034062764076324,2.002620504373962,0.0005031408822750627
narrow_centered,0.0006069815733079165,-13.852208889565347,PI-NODE-2state,4,8.759676051327814,2.371539014510262,0.001039809603841576
narrow_centered,0.00048255933880015,2.017391050299042,PI-NODE-2state,5,11.719457260673636,2.0263560421688593,0.0005848804937755583
narrow_centered,0.0007240045593926803,-9.065361713790264,PI-NODE-2state,6,8.68558497526299,2.6849904504995767,0.001204367272560193
narrow_centered,0.0004976125634196471,-0.6866586203063203,PI-NODE-2state,7,10.237361693964884,2.318158980696985,0.001171056964758798
narrow_centered,0.0006066141075120538,-7.322271484742397,PI-NODE-2state,8,8.705857304951785,2.155203643521341,0.00046896271542491523
narrow_centered,0.0012510666853097565,5.247559663532466,PI-NODE-2state,9,12.192985547657962,3.283798267208251,0.0012856531448650985
narrow_centered,0.0004246894459018818,-5.2657273615344105,PI-NODE-2state,10,9.15642940678016,1.930066117209914,0.000648447689162998
narrow_centered,0.0005372970303997724,13.160554822343308,PI-NODE-2state,11,17.160351072658443,2.3046675959045517,0.0008727438479761131
narrow_centered,0.0005532760700667665,1.165465398638987,PI-NODE-2state,12,10.925000443448738,2.1231373281979953,0.0005041769706016947
narrow_centered,0.0016838077911019897,-20.90757410237814,PI-NODE-2state,13,14.726765644991751,4.173200414509023,0.0021814364482636186
narrow_centered,0.0005312321837921219,0.4276548366109025,PI-NODE-2state,14,8.38332100074989,2.196055653933934,0.0008161708692957495
